text_asli,stem_text,label
ada sdanah masyarakat nih,sdanah masyarakat,neutral
kok lama blm ditangkap,lama blm tangkap,negative
skalian min minta tolong ke kapolri dimana orang ini utk segera bereskan masalahnya,skalian min minta kapolri orang segera beres masalah,neutral
nunggu masyarakat lupa tahu tahu naik pangkat pdhl ptdh kyk kasus sambo,nunggu masyarakat lupa tahu tahu naik pangkat pdhl ptdh kasus sambo,neutral
apakah bisa judi dilegalkan saja dan dipajak spt jaman bang ali sadikin,judi legal pajak jaman bang ali sadikin,negative
hooh aneh nih pulisinya mgkin mrk bagian dr pulisi sunah yg udh terafiliasi radikalisme jg or ada maksud dan,hooh aneh pulisinya mgkin mrk bagi pulisi sunah afiliasi radikalisme maksud,negative
nggak ada tindak lanjut ya ternyata mhn jenderal agar ada intruksi khusus dari presiden krn pejabaat daerah dah aph nggk mdanu untuk menindak galian permbangan ilegal di kota semarang,tindak lanjut nyata mhn jenderal intruksi khusus presiden pejabaat daerah dah aph nggk mdanu tindak gali permbangan ilegal kota semarang,neutral
krna nanti kiamat jaddal seperti umat kristen dan babi akan masuk neraka ada kok tertulis dikitab mereka,krna kiamat jaddal umat kristen babi masuk neraka tulis kitab,negative
selangkah menuju otoritarianistak perduli orangwarga mau bilang apa ditambah dengan dipegangnya kekuatan tnipolrirakyat hanyalah ternak yang bisa disembelih untuk dijadikan sumber makanan,selang tuju otoritarianistak duli orangwarga mau bilang tambah pegang kuat tnipolrirakyat hanya ternak sembelih jadi sumber makan,neutral
monitor salahsatu akun propaganda,monitor salahsatu akun propaganda,neutral
monggo yg presisidiusut itu,monggo presisidiusut,neutral
arsin itu pionnya aguan jendral polisi itu opasnya aguan,arsin pion aguan jendral polisi opas aguan,neutral
sy melaporkan oknum yg terus bercokol di hp mgkn jg oknum dr provider baru saja sy membuka aplikasi bank tiba muncul tanda oknum akan memporak porandakan setting seperti kpn itu,lapor oknum terus cokol mgkn oknum provider baru buka aplikasi bank tiba muncul tanda oknum memporak porandakan setting kpn,negative
jangan terlalu berharap,jangan harap,neutral
nyindir banget ini,nyindir,neutral
sigap dalam kepedulian melayani dengan tulus momen saat mengevakuasi anak kecil yang terddanak banjir polri hadir ditengahtengah masyarakat,sigap peduli layan tulus momen evakuasi anak kecil terddanak banjir polri hadir ditengahtengah masyarakat,positive
pejabat korupnya harus ditangkap semua dulu nih barulah ngukur nasionalisme rakyat,jabat korup tangkap dulu baru ngukur nasionalisme rakyat,negative
mimik mukanya saat menatap si bayi malah mencurigakan,mimik muka tatap bayi malah curiga,negative
anak huahmu nih min knp oknum bnyak gini sih,anak huahmu min knp oknum bnyak,negative
ndasmu wis telat dan,ndasmu wis telat,negative
langsung ke save di arsip,langsung save arsip,neutral
baca dan,baca,neutral
terimakasih atas gerak cepat kang,terimakasih atas gerak cepat kang,positive
dpr dorong evaluasi polri imbas banyak anggota terseret kasus yth masihkah perlu anggota polri di tambah siapa membina mental spiritual polri mengapa kelakuan oknum polri tdk mengayomi rakyat bahkan brutalarogan,dpr dorong evaluasi polri imbas anggota seret kasus yth masih perlu anggota polri tambah bina mental spiritual polri laku oknum polri ayom rakyat bahkan brutalarogan,negative
korps raport kenaikan pangkat perwira tinggi polri penugasan pada bnn biro humas dan protokol bnn,korps raport naik pangkat perwira tinggi polri tugas bnn biro humas protokol bnn,neutral
halah taekkk bani penyembah berhala batoko,halah taekkk bani sembah berhala batoko,negative
polri masa diam saja pejabat negara disamakan dengan tolong di tangkap orang ini,polri masa diam jabat negara sama tangkap orang,negative
yth bapak tolong ditindak lanjuti kasihan masyarakat yang tidak bersalah makasih pak,yth bapak tindak lanjut kasihan masyarakat salah makasih pak,neutral
waduh udah main culikculikan lagi ya setelan lama mulai dijalankan ya,waduh main culikculikan setel lama mulai jalan,negative
akhir ini dapet berita banyak keluarga tnipolri kalau sakit kesulitan pake bpjs mdanus kata gua mah kalian seharusnya punya nalar sedikit bukan satya haprabu tp setia kepada bangsa dan negara kalian menegakkan hukum untuk negara bukan pemimpin politik,akhir dapet berita keluarga tnipolri sakit sulit pake bpjs mdanus kata gua mah kalian punya nalar satya haprabu setia bangsa negara kalian tegak hukum negara pimpin politik,neutral
contohnya negara demokrasi mana yg sdh menerapkan syariat islam,contoh negara demokrasi terap syariat islam,neutral
tekan kecelakaan polres donggala gencarkan edukasi dan,tekan celaka polres donggala gencar edukasi,neutral
cupu banget lu anjing shareloc lah,cupu anjing shareloc lah,negative
pak polisi alatnya ketinggalan jaman pakkk ada yang lebih canggih anggaran besar seharusnya bisa beli yang lebih canggih,pak polisi alat tinggal jaman pakkk lebih canggih anggar besar beli lebih canggih,positive
sat samapta polres donggala himbau remaja hindari miras dan balapan liar lewat patroli blue light,sat samapta polres donggala himbau remaja hindar miras balap liar lewat patroli blue light,neutral
maling curanmor johar baru mau marah banget motor gue hdanir dicuri maling kejadian nya sabtu jam dimana orangorang masih lalu lalang bisa bisanya lu berani buat maling,maling curanmor johar baru mau marah motor hdanir curi maling jadi sabtu jam orangorang lalu lalang bisa berani buat maling,negative
cie mau ngincer posisi apa giliran pagar laut ngk ngadu lu,cie mau ngincer posisi gilir pagar laut ngk ngadu,negative
aneh kan klau warga sdh tdk percaya sama polisi gimana nih pak kapolri,aneh kan klau warga percaya sama polisi gimana pak kapolri,neutral
bung saudara seamin lu itu,bung saudara amin,neutral
terimakasih kepada dan kapolsek cisauk tangerang yg telah mengindahkan perintah kapolri sehingga cepat tanggap responsip atas laporan masyarakat terimakasih polri,terimakasih kapolsek cisauk tangerang indah perintah kapolri cepat tanggap responsip atas lapor masyarakat terimakasih polri,positive
ternyata memang ada upaya pecah belah dengan menggunakan buzzer hati ya kawan,nyata upaya pecah belah guna buzzer hati kawan,negative
giat patroli subuh piket sat lantas prabumulih di jl jend sudirman kota prabumulih senin februari,giat patroli subuh piket sat lantas prabumulih jend sudirman kota prabumulih senin februari,neutral
live report giat patroli subuh piket sat lantas prabumulih di jl jend sudirman kota prabumulih senin februari,live report giat patroli subuh piket sat lantas prabumulih jend sudirman kota prabumulih senin februari,neutral
insyaallah wamenpira menanti,insyaallah wamenpira nanti,neutral
polsek somoroto sinergitas tni polri,polsek somoroto sinergitas tni polri,neutral
kok gak berani usut hati loh laknat allah swt semakin dekat,berani usut hati laknat allah swt makin dekat,neutral
tukang hipnotis hendra gunawan,tukang hipnotis hendra gunawan,neutral
cara pengajuan irigasi nya lewat mana nya syarat nya apa,cara aju irigasi lewat syarat,negative
buat para pemilik kostan tiati jangan sdane manusia ini kost dtempat klen bayar nunggak berhari trus main kabur aja info valid dr pemilik kost hendra gunawan,buat milik kostan tiati jangan sdane manusia kost dtempat klen bayar nunggak hari trus main kabur info valid milik kost hendra gunawan,neutral
pagi pak saya lapor manusia ini tukang hipno hendra gunawan namanya,pagi pak lapor manusia tukang hipno hendra gunawan nama,neutral
mana itu menteri ham anda sehat,menteri ham sehat,neutral
program makan bergizi gratis mbg di balikpapan kalimantan timur telah berjalan dengan lancar melalui beberapa kali simulasi yang melibatkan berbagai instansi termasuk polri tni dan csr perusahaan,program makan gizi gratis mbg balikpapan kalimantan timur jalan lancar lalu kali simulasi libat bagai instansi masuk polri tni csr usaha,positive
langsung ciut liat gedung kementrian kebakar wkwkwkwk padahal nama kejaksaan juga udah mulai jelek kalo dia bikin putusan jelek juga udah ga heran tapi ini juga karna faktor polri nya lagi yg lebih jelek orang korup titipan nya lebih banyak,langsung ciut liat gedung tri bakar wkwkwkwk padahal nama jaksa mulai jelek kalo bikin putus jelek heran karna faktor polri lebih jelek orang korup titip lebih,negative
sangat tsm rezim boneka oligarki mengadu domba dengan rakyat sementara wilayah di jajah ekonomi dan kebutuhan di monopoli oligarki judol di money loudry pinjol polri centeng oligarki presiden,tsm rezim boneka oligarki adu domba rakyat wilayah jajah ekonomi butuh monopoli oligarki judol money loudry pinjol polri centeng oligarki presiden,negative
ndasmu njeblok matamu picek kupingmu budek kerja mu penjilat makan tu taik wiwi wowo fufufafa buat jd menteri,ndasmu njeblok mata picek kuping budek kerja jilat makan taik wiwi wowo fufufafa buat menteri,negative
mana nih kalian gak becus menjaga laut indonesia,kalian becus jaga laut indonesia,negative
kalau demokrasi itu setara motor supra maka khilafah itu setara gerobak dorong usang lagi,demokrasi tara motor supra khilafah tara gerobak dorong usang,neutral
penyidik kortas tipikor polri periksa eks ketua dprd dki jakarta terkait pengadaan lahan rusun di cengkareng selengkapnya klik dilaman atau klik link dibio,sidik kortas tipikor polri periksa eks ketua dprd dki jakarta kait ada lahan rusun cengkareng lengkap klik dilam klik link dibio,neutral
takut betul polici sama mahasiswa oiya kan mahasiswa mah kuliah,takut betul polici sama mahasiswa oiya kan mahasiswa mah kuliah,negative
emg harus cuci darah ini polri kalo emg bener pengen mbalikin citra nih institusi,emg cuci darah polri kalo emg bener ken mbalikin citra institusi,negative
selama ini kurma² ini kemana teknis pembagiannya kmn asal jangan lari ke ormas² besar aja ya karena islam di indonesia bukan cuma milik ormas,kurma teknis bagi kmn asal jangan lari ormas besar islam indonesia cuma milik ormas,negative
akhirnya ketangkep juga ni pelaku,akhir ketangkep laku,negative
ada yg aneh tweet ini awas yang kalian sebar ini tuduhan provokatif baik ke aparat maupun ke unsur sara,aneh tweet awas kalian sebar tuduh provokatif baik aparat maupun unsur sara,negative
semakin jelas dan terang indonesia sdh diambang pintu sistem pemerintahan komunisme dgn terbentuknya ruu polri tni dan kehakiman,makin jelas terang indonesia ambang pintu sistem perintah komunisme bentuk ruu polri tni hakim,neutral
provokatornya pak,provokator pak,negative
stahu tempe,stahu tempe,neutral
itu keinginan menyerahkan ke polri sama sj jeruk makan jeruk aguan besti polri,ingin serah polri sama jeruk makan jeruk aguan besti polri,neutral
bravo polri akhirnya pelaku penusukan di jalan nangka utara tertangkap tim gabungan satreskrim polresta denpasar dan polsek,bravo polri akhir laku tusuk jalan nangka utara tangkap tim gabung satreskrim polresta denpasar polsek,negative
karna bukti mengarah ke jokowi maka berhenti menyelidiki nya pindah yg gak bisa di percaya,karna bukti arah jokowi henti selidik pindah percaya,neutral
mari kita bikin tagar,bikin tagar,neutral
polri nya juga gak bisa ngapain itu,polri ngapain,neutral
polisi tuh pengen gue bubarin gak guna soalnya nyusahin doang mending pemadam aja,polisi ken bubarin soal nyusahin doang mending madam,negative
bag sdm sosialisasi penerimaan anggota polri,bag sdm sosialisasi terima anggota polri,neutral
kalau sudah duduk dipemerintahan mereka kebal penderitaan rakyat kebijakan diperkirakan akan meringankan ternyata menyusahkan seperti mgb efisiensi ujung ujungnya rakyat susah demo indonesia gelap mahasiswa tolak revisi uu tni polri dan,duduk perintah kebal derita rakyat bijak kira ringan nyata susah mgb efisiensi ujung ujung rakyat susah demo indonesia gelap mahasiswa tolak revisi tni polri,negative
makin gaada harga diri nya tuh seragam coklat di mata gw,makin gaada harga diri seragam coklat mata,negative
permainan apa lg nih,main,neutral
pak apakh ini termasuk membuat dan menyebarkan hoax mohon dpt diproses hukum cc,pak apakh masuk buat sebar hoax mohon proses hukum,negative
masih adakah pak polisi yg berhati baik membela rakyat dan takut pd tuhan mungkin masih ada tp lebih banyak tdk takut sama tuhan tapi takut sama oligard yg punya uang speechlesssspdhal hidup kaya didunia itu cuma sementara,ada pak polisi hati baik bela rakyat takut tuhan lebih takut sama tuhan takut sama oligard punya uang speechlesssspdhal hidup kaya dunia cuma,negative
aparat,aparat,neutral
kakeknya siapa itu anak cucunya bangga ga coba koruptor digituin berani ga,kakek anak cucu bangga coba koruptor digituin berani,negative
dan paling menjijikkanjngn sdanai anak cucu kita jd polisi ya,paling menjijikkanjngn sdanai anak cucu polisi,negative
pak pak udah tua bukan nya tobat,pak pak tua tobat,negative
keras ya,keras,negative
polisi kontolll,polisi kontolll,negative
pake paspdanres emang masih presiden gitu,pake paspdanres emang presiden,neutral
oooh masih belom bisa jawab juga kenapa anggaran polri gak kena efisiensi ngeles mulu lu dari gua kotok,oooh bom jawab anggar polri kena efisiensi ngeles mulu gua kotok,negative
eh kotok si paling pahamkenapa anggaran polri tak tersentuh efisiensi hal kek gini elu belagak tolol,kotok paling pahamkenapa anggar polri tak sentuh efisiensi kek elu bagak tolol,negative
halo sobat polri selain patroli di siang hari polda bali juga gencarkan patroli pada malam hari untuk menjaga keamanan dan ketertiban masyarakat di berbagai titik rawan kejahatan,halo sobat polri patroli siang hari polda bal gencar patroli malam hari jaga aman tertib masyarakat bagai titik rawan jahat,positive
kasihan amat polri ya gak sekalian tag mulyono kah,kasihan polri sekali tag mulyono,negative
pelabuhan tanjung priok untuk memaksimalkan keamanan dan pelayanan di sejumlah pelabuhan salah satunya di dermaga kali adem pelabuhan muara angke polri,labuh tanjung priok maksimal aman layan jumlah labuh salah satu dermaga kali adem labuh muara angke polri,positive
pelayanan sepenuh hati dilakukan bhabinkamtibmas dalam rangka memberikan pelayanan kenyamanan dan keamanan kepada para penumpang kapal baik yang akan berangkat dan kembali dari kepulauan seribu sebagai bentuk kehadiran polri khususnya personel polsek kawasan sunda kelapa polres,layan sepenuh hati laku bhabinkamtibmas rangka beri layan nyaman aman tumpang kapal baik berangkat pulau ribu bentuk hadir polri khusus personel polsek kawasan sunda kelapa polres,positive
knp dipukul sih kan bisa dikasih kata lucu,knp pukul kan kasih kata lucu,neutral
anggaran polri kok tak tersentuh efisiensidan elu bungkam terus dari kemarenkotokkotok,anggar polri tak sentuh efisiensidan elu bungkam terus kemarenkotokkotok,neutral
perlakuan polisi seperti ini kpd mahasiswa yg menyuarakan aspirasi yg dilindungi oleh uu cuma malah bikin makin gelap aja,laku polisi kpd mahasiswa suara aspirasi lindung cuma malah bikin makin gelap,negative
pak polisi yg mukul sdh tua bangka ubanan nggak takut tiba jantung berhenti yg pindah dunia dia beraninya sama org yg sdh tdk berdaya pak polisi zaman sy kecil itu santu welas asih bantu menyeberangi jln tp polisi skr bawa senjata memperlakukan bgs sendiri seperti musuh,pak polisi mukul tua bangka uban takut tiba jantung henti pindah dunia berani sama daya pak polisi zaman kecil santu welas asih bantu rang jln polisi skr bawa senjata laku sendiri musuh,negative
bukan polisiitu sekedar anjing peliharaan,polisiitu dar anjing pelihara,negative
buset apaapaan ini polisinya itu juga sama aja membiarkan perlakuan kekerasan ke anak di bawah umur,buset apaapaan polisi sama biar laku keras anak bawah umur,negative
anggaran polri kok tak tersentuh efisiensi bungkam lu kotok,anggar polri tak sentuh efisiensi bungkam kotok,neutral
potret kesigapan personel polri mengevakuasi masyarakat dari banjir yang menerjang di wilayah kabupaten maros sulawesi selatan selanjutnya para korban bencana dibawa menuju posko pengungsian untuk mendapat bantuan yang lebih memadai polri,potret sigap personel polri evakuasi masyarakat banjir terjang wilayah kabupaten maros sulawesi selatan lanjut korban bencana bawa tuju posko ungsi dapat bantu lebih pada polri,positive
kenapa anggaran polri tak tersentuh efisiensi gak bisa jawab elu juga dungu berarti,anggar polri tak sentuh efisiensi jawab elu dungu arti,negative
pak pol ingat sendai nya itu anak anda dan anda tidak terima atas tindakan pemukulan karena dia bukan maling maling aja tidak bolehbkita menghakimi nya,pak pol ingat senda anak terima atas tindak pukul maling maling bolehbkita hakim,negative
kok polisinya diam aja minimal critical thinkingnya dipake dikit negur kek,polisi diam minimal critical thinkingnya dipake dikit negur kek,negative
polisi polisi ini kejem klo ke mahasiswa krn mereka rata cuma lulusan smajd peldaniasan dr rasa iri dan dengki sih saya perhatikan dr dulu dulu gitu,polisi polisi jem mahasiswa rata cuma lulus smajd peldaniasan rasa iri dengki perhati dulu dulu,negative
polri bajinganbareskrim munafik jenderal ga jelas dibawah naungan dia malah makin jadi sdanah,polri bajinganbareskrim munafik jenderal jelas bawah naung malah makin jadi sdanah,negative
polda kaltim gelar rapim polri tingkat daerah tahun di spn jonggon kukar polda kaltim menggelar rapat pimpinan rapim polri tingkat daerah tahun di aula sekolah polisi negara spn jonggon kabupaten kutai kartanegara pada rabu,polda kaltim gelar rapim polri tingkat daerah tahun spn jonggon kukar polda kaltim gelar rapat pimpin rapim polri tingkat daerah tahun aula sekolah polisi negara spn jonggon kabupaten kuta kartanegara rabu,neutral
budakna cing di tenggeulan batut siah anjing,budakna cing tenggeulan batut siah anjing,neutral
mereka baru sadar saat dihajar oleh rakyat seperti di bangladesh,baru sadar hajar rakyat bangladesh,negative
bahas ketahanan pangan hingga rekrutmen polri tim itwasum polri lakukan monev di polda kaltim balikpapan tim inspektorat pengawasan umum itwasum polri yang dipimpin oleh ketua tim kombes pol drs eddy hermanto mm mh,bahas tahan pangan rekrutmen polri tim itwasum polri laku monev polda kaltim balikpapan tim inspektorat awas umum itwasum polri pimpin ketua tim kombes pol drs eddy hermanto,neutral
teroris yg asli itu lo sendiri tukang adu domba tiap hari bikin rusuh mancing emosi orang islam dasar penghianat negeri dlu belanda bisa kalahkan sisingamagaraja mungkin gara kakek lo yg penghianat terbukti lo cucunya penghianat bikin rusuh tiap hari,teroris asli sendiri tukang adu domba tiap hari bikin rusuh mancing emosi orang islam dasar penghianat negeri dlu belanda kalah sisingamagaraja gara kakek penghianat bukti cucu penghianat bikin rusuh tiap hari,negative
alhamdulillah jangan sdanai tugas bapak jadi tugas dari temen damkar salam presisi semoga masih ada harapan menyelamatkan institusi polri,alhamdulillah jangan sdanai tugas bapak jadi tugas temen damkar salam presisi moga harap selamat institusi polri,positive
jangan ya dek yaaa jangan sekolah yang rajin aja biar pinter biar ga masuk yg katanya gratisan ini,jangan dek yaaa jangan sekolah rajin biar pinter biar masuk kata gratis,neutral
kau pukuli anak bangsa melindungimengayomitaek,pukul anak bangsa melindungimengayomitaek,neutral
membangun kepercayaan publik oleh kalemdiklat polri,bangun percaya publik kalemdiklat polri,positive
tak kirain mau cerita polisi konoha ternyata jepang hehehe,tak kirain mau cerita polisi konoha nyata jepang hehehe,neutral
tooop hajar trusss breee org yang pake jabatan seenak jidat masih banyak kok kolega dan,tooop hajar trusss breee pake jabat enak jidat kolega,negative
dapet dari akun izin tag,dapet akun izin tag,neutral
napsu banget apa gak inget umur awas klo mewek klo di ciduk,napsu inget umur awas mewek ciduk,negative
live report piket sat lantas prabumulih melaksanakan giat blp di jl jend sudirman antisipasi balap liar di kota prabumulih rabu februari,live report piket sat lantas prabumulih laksana giat blp jend sudirman antisipasi balap liar kota prabumulih rabu februari,neutral
blp blue light patrol piket di jl jend sudirman antisipasi balapan liar dan kemacetan arus lalu lintas di kota prabumulih rabu februari,blp blue light patrol piket jend sudirman antisipasi balap liar macet arus lalu lintas kota prabumulih rabu februari,neutral
live report piket sat lantas prabumulih melaksanakan gatur lalin di daerah rawan laka antisipasi laka lantas di kota prabumulih rabu februari,live report piket sat lantas prabumulih laksana gatur lalin daerah rawan laka antisipasi laka lantas kota prabumulih rabu februari,neutral
piket sat lantas polres prabumulih melaksanakan gatur lalin di daerah rawan laka antisipasi laka lantas di kota prabumulih rabu februari,piket sat lantas polres prabumulih laksana gatur lalin daerah rawan laka antisipasi laka lantas kota prabumulih rabu februari,neutral
anjing galaxy,anjing galaxy,negative
bangga sekali,bangga,positive
mereka pada berusaha sebisa mungkin untuk menggelapkan kasus ini sudah,usaha bisa gelap kasus,negative
saya gak pro pemerintah tapi menurut saya itu cuman peluru peringatan gak sih soalnya loadout polri di magasin cuman ada beberapa peluru asli dan sisanya peluru kosong,pro perintah cuman peluru ingat soal loadout polri magasin cuman peluru asli sisa peluru kosong,neutral
woiii anjinggg tuaa udh bau tanah masih aja betingkah lu monyett,woiii anjinggg tuaa bau tanah beting monyett,negative
pecat saja polisi nya,pecat polisi,negative
wakapolres sanggau kompol yafet efraim patabang sh sik mh bersama pju polres sanggau mengikuti zoom meeting rapat gugus tugas polri dalam mendukung ketahanan pangan polda kalbar bersama wakapolda kalbar,wakapolres sanggau kompol yafet efraim patabang sik sama pju polres sanggau ikut zoom meeting rapat gugus tugas polri dukung tahan pangan polda kalbar sama wakapolda kalbar,positive
kapan sadarnya,sadar,neutral
bagus nih,bagus,positive
nahh iya ini yg aneh kocak bgt,nahh iya aneh kocak,neutral
attention sudah bukan jadi rahasia umumkata almalvin leekeadilan tidak di minta tapi di beli tapi saya percaya itu hanya oknum saja perbaikan harus secara menyeluruh supaya index konsumen bisa baik dr,attention jadi rahasia umumkata almalvin leekeadilan minta beli percaya oknum baik seluruh index konsumen baik,negative
takut kok sama lagu sih meg,takut sama lagu meg,negative
polisi indonesia harus fokum memperbaiki citra dan marwah polisi bukan sibuk menyuruh orang lain klarifikasi dan minta maaf ini denial namanya,polisi indonesia fokum baik citra marwah polisi sibuk suruh orang klarifikasi minta maaf denial nama,negative
korlantas polri dan pt jasa raharja survei jalur bopuncur dorong koordinasi yang baik untuk kesiapan pelaksanaan operasi ketupat,korlantas polri jasa raharja survei jalur bopuncur dorong koordinasi baik kesiap laksana operasi ketupat,positive
ikan busuk mulai dari kepala,ikan busuk mulai kepala,negative
memang bener real,bener real,neutral
polisi blunder besar meminta sukatani melakukan klarifikasi dan minta maaf atas lagu bayar polisi saat ini lagu ini justru semakin meledak akibat sentimen negatif masyarakat terhadap institusi kepolisian ini,polisi blunder besar minta sukatani laku klarifikasi minta maaf atas lagu bayar polisi lagu justru makin ledak akibat sentimen negatif masyarakat institusi polisi,negative
kenapa gak bikin lagu tandingan,bikin lagu tanding,neutral
wkwkwkwkw,wkwkwkwkw,neutral
tnipolri terus bekerja sama menumpas gerombolan opm yang meresahkan masyarakat,tnipolri terus kerja sama tumpas gerombol opm resah masyarakat,neutral
paraaaahhhhhh si wercokkk kayaknya merasa,paraaaahhhhhh wercokkk kayak rasa,negative
udah jelas kan pencipta lagu mengatakan itu untuk oknum tp yang geger semuanya,jelas kan cipta lagu kata oknum geger semua,negative
tnipolri akan terus mengejar serta menumpas anggota opm di papua,tnipolri terus kejar tumpas anggota opm papua,neutral
pake tetot tetot bayar polisi karya wisaya bayar polisi balap sepeda bayar polisi,pake tetot tetot bayar polisi karya wisaya bayar polisi balap sepeda bayar polisi,negative
maksudnya polisi planet lain jgn gr dulu om,maksud polisi planet jgn dulu,neutral
komen ga ada yg setuju sama congor anda,komen tuju sama congor,neutral
bayarnya sama bedanya kalo bengkel jadi baik,bayar sama beda kalo bengkel jadi baik,neutral
live report giat patroli subuh piket sat lantas prabumulih di jl jend sudirman kota prabumulih sabtu februari,live report giat patroli subuh piket sat lantas prabumulih jend sudirman kota prabumulih sabtu februari,neutral
polisi emang goblok,polisi emang goblok,negative
giat patroli subuh piket sat lantas prabumulih di jl jend sudirman kota prabumulih sabtu februari,giat patroli subuh piket sat lantas prabumulih jend sudirman kota prabumulih sabtu februari,neutral
keren nih polri tapi alangkah baiknya kinerja lbh diperbaiki dan pengawasan internal lbh cermat biar ga ada kejadian viral yg bikin rame anggota yg salah jgn cuma mutasi sm demosi aja ndan tar ga ada kapok ya,keren polri alangkah baik kerja lbh baik awas internal lbh cermat biar jadi viral bikin rame anggota salah jgn cuma mutasi demosi ndan tar kapok,neutral
kami pikir lagu ini adalah sebuah apresiasi mewakili masyarakat luas sebagai kritik yang membangun membangun tubuh polri untuk lebih presisi dalam melayani mengayomi dan melindungi masyarakat,pikir lagu buah apresiasi wakil masyarakat luas kritik bangun bangun tubuh polri lebih presisi layan ayom lindung masyarakat,positive
seharusnya polri berkaca,polri kaca,negative
bukan nya tenang di pasca pemilu malah banyak kejadian yg tak terduga membuat negara makin porak poranda kelompok yg jadi sasaran amukan rakyat adalah keluarga pak jokowi plus pendukungnya jajaran aparat penegak hukum khusus nya polri,tenang pasca milu malah jadi tak duga buat negara makin porak poranda kelompok jadi sasar amuk rakyat keluarga pak jokowi plus dukung jajar aparat tegak hukum khusus polri,negative
malah udah kebalik kak yang baik itu oknum wkwkw saking banyaknya yang gabener,malah balik kak baik oknum wkwkw saking banyak gabener,negative
lah bukannya ini makin membuktiin sendiri ya polri katanya selalu terbuka terhadap kritik tapi kok intimidasi band cuma gara bikin lagu kritik lucu bgt sih mau kritik lewat demo dibubar mau kritik lewat seni diintimidasi terus katanya indonesia terang kayaknya yg,lah bukan makin membuktiin sendiri polri kata buka kritik intimidasi band cuma gara bikin lagu kritik lucu mau kritik lewat demo bubar mau kritik lewat seni intimidasi terus kata indonesia terang kayak,negative
reformasi apa bro dia itu penghina rakyatnya sendiri kamu bela bela insemoga di panggil kpkdan ditangkap,reformasi bro hina rakyat sendiri bela bela insemoga panggil kpkdan tangkap,negative
kontol,kontol,negative
jadi lagu wajib orasi,jadi lagu wajib orasi,neutral
polri idf,polri idf,neutral
lalu tanggungjawab apa setelah sang vokalis dipecat krn surat polisi ke sekolah,lalu tanggungjawab sang vokalis pecat surat polisi sekolah,neutral
cerita kayak gini udah sering banget naik dari dulu dan udah kayak jadi pengetahuan umum pastinya u pada udah berbenah dong yakan,cerita kayak naik dulu kayak jadi tahu umum pasti benah dong yakan,neutral
panggil aja kpkmau anak presidentmau mak ldanirmau nyirorokodul kidul kalau sdh korupsi tangkap bila perlu hukum sdanai mati,panggil kpkmau anak presidentmau mak ldanirmau nyirorokodul kidul korupsi tangkap perlu hukum sdanai mati,negative
kalian tidak mau buat rilis berita atau infografis soal ini kenapa masyarakat merasa sangat dirugikan bila berurusan dengan kalian hingga muncul istilah preman legal kasih penjelasan dong aturan dan sebab musabab harus bayar dan berapa nilainya,kalian mau buat rilis berita infografis soal masyarakat rasa rugi urus kalian muncul istilah preman legal kasih jelas dong atur musabab bayar nilai,negative
mending bapak dan rekan yg lain bikin pricelist resmi aja brapa biaya yg dikeluarin untuk motormobil korban kecelakaan dari kandang terus rilis ke publik,mending bapak rekan bikin pricelist resmi brapa biaya dikeluarin motormobil korban celaka kandang terus rilis publik,neutral
mantap polisi serahkan saja kepada untuk urusan tawuran,mantap polisi serah urus tawur,neutral
ingat ya jd pnsans spt tni polri harus pakai duit kalau gak akan dipersulit sdanai keluar duit skrg sdanai viral dulu,ingat pnsans tni polri pakai duit sulit sdanai keluar duit sdanai viral dulu,negative
reformasi polri sekarang juga,reformasi polri sekarang,neutral
maaf pak lalu gunanya polisi apa pak,maaf pak lalu guna polisi pak,negative
polda jawa barat,polda jawa barat,neutral
ini namanya polri melindungi oknum yg dimaksud dong jadinya yg suka malak sana sini bravo deh kalo gitu polri lanjutkan kebiasaanmu sehat dan sukses selalu buat personel band sukatani,nama polri lindung oknum maksud dong jadi suka malak sana sini bravo kalo polri lanjut biasa sehat sukses buat personel band sukatani,negative
loe aja yg ditangkap pengkhianat bangsa,loe tangkap khianat bangsa,negative
kan kasus yang nembak anak smk juga gini awal bikin skenario sendiri lama ngaku sendiri,kan kasus nembak anak smk awal bikin skenario sendiri lama ngaku sendiri,negative
mosok berita ginian gak relate sama lirik lagunya sukatani pak kocak lu,mosok berita ginian relate sama lirik lagu sukatani pak kocak,negative
kenapa bisa gitu min,min,neutral
abis brp juta buat buzzer pak,abis brp buat buzzer pak,negative
cupu lu kocak,cupu kocak,negative
apa memang polwan dididik hilangin malu dan sok kece,polwan didik hilangin malu sok kece,neutral
lagi merancang skenario jawaban,rancang skenario jawab,neutral
mohon maaf pak tingkat kepercayaan masyarakat ke polisi sudah di tingkat nadir harus ada tindakan konkrit yg radikal dalam artian baik dari polri klo blm ada masyarakat tidak percaya transparansi dan keberpihakan ke rakyat,mohon maaf pak tingkat percaya masyarakat polisi tingkat nadir tindak konkrit radikal arti baik polri blm masyarakat percaya transparansi pihak rakyat,positive
jalin silaturahmi dengan masyarakat dan tokoh agama anggota satbrimob polda sumbar gelar gerakan subuh berjamaah di masjid nurul sabhirin aspol alai kec padang utara kota padang,jalin silaturahmi masyarakat tokoh agama anggota satbrimob polda sumbar gelar gera subuh jamaah masjid nurul sabhirin aspol alai kec padang utara kota padang,negative
